Postal Code,Place Name,State,County,Latitude,Longitude
639-2222,Rokkenmachi,Naraken,Goseshi,34.4627,135.7393
639-2223,Honmachi,Naraken,Goseshi,34.462,135.7384
639-2224,Saikashichou,Naraken,Goseshi,34.4613,135.7381
639-2225,Nakahonmachi,Naraken,Goseshi,34.4621,135.7372
639-2226,Minaminakamachi,Naraken,Goseshi,34.461,135.7374
639-2227,Higashikubomachi,Naraken,Goseshi,34.4612,135.7368
639-2228,Nishikubohonmachi,Naraken,Goseshi,34.4616,135.7363
639-2229,Kamoguchichou,Naraken,Goseshi,34.4614,135.7356
639-2231,Kakigatsubochou,Naraken,Goseshi,34.4647,135.7424
639-2232,Mikadochou,Naraken,Goseshi,34.4641,135.7438
639-2233,Miyakomachi,Naraken,Goseshi,34.4618,135.7445
639-2234,Yanagimachi,Naraken,Goseshi,34.4598,135.7439
639-2235,Jinaichou,Naraken,Goseshi,34.4607,135.7423
639-2236,Daikanmachi,Naraken,Goseshi,34.4609,135.7411
639-2237,Hounenbashidoori,Naraken,Goseshi,34.4599,135.7395
639-2238,Oohashidoori,Naraken,Goseshi,34.4619,135.7423
639-2239,Asahimachi,Naraken,Goseshi,34.463,135.7422
639-2241,Chihara,Naraken,Goseshi,34.4616,135.7473
639-2242,Honma,Naraken,Goseshi,34.4633,135.7545
639-2243,Higashiterada,Naraken,Goseshi,34.4598,135.7559
639-2244,Kashihara,Naraken,Goseshi,34.4537,135.7629
639-2245,Imazumi,Naraken,Goseshi,34.4434,135.7669
639-2246,Haradani,Naraken,Goseshi,34.447,135.7605
639-2247,Tamade,Naraken,Goseshi,34.4573,135.7498
639-2248,Midorimachi,Naraken,Goseshi,34.4486,135.7339
639-2251,Touge,Naraken,Goseshi,34.4321,135.7579
639-2252,Hino,Naraken,Goseshi,34.423,135.7545
639-2253,Bunze,Naraken,Goseshi,34.4146,135.7484
639-2254,Kose,Naraken,Goseshi,34.4199,135.7497
639-2255,Asamachi,Naraken,Goseshi,34.423,135.7376
639-2256,Kurisaka,Naraken,Goseshi,34.4263,135.7255
639-2257,Odono,Naraken,Goseshi,34.4278,135.7217
639-2258,Inaido,Naraken,Goseshi,34.4347,135.7525
639-2261,Shiroyamadai,Naraken,Goseshi,34.4316,135.7254
639-2263,Toriido,Naraken,Goseshi,34.4215,135.7198
639-2264,Iuka,Naraken,Goseshi,34.4161,135.7191
639-2265,Shinden,Naraken,Goseshi,34.4041,135.7371
639-2266,Heisaka,Naraken,Goseshi,34.395,135.7313
639-2267,Uchitani,Naraken,Goseshi,34.3948,135.7213
639-2268,Funaji,Naraken,Goseshi,34.4127,135.7201
639-2271,Miyamaechou,Naraken,Goseshi,34.4603,135.7346
639-2272,Saragi,Naraken,Goseshi,34.4553,135.7359
639-2273,Ikenouchi,Naraken,Goseshi,34.4488,135.7438
639-2274,Tomita,Naraken,Goseshi,34.4461,135.7488
639-2275,Dehashiri,Naraken,Goseshi,34.4486,135.7339
639-2276,Jou,Naraken,Goseshi,34.4438,135.7434
639-2277,Muro,Naraken,Goseshi,34.4433,135.734
639-2278,Midorigaoka,Naraken,Goseshi,34.4486,135.7339
639-2279,Imade,Naraken,Goseshi,34.4493,135.7386
639-2301,Motomachi,Naraken,Goseshi,34.4707,135.7301
639-2302,Higashimatsumoto,Naraken,Goseshi,34.4667,135.7317
639-2303,Suehirochou,Naraken,Goseshi,34.4637,135.7333
639-2304,Oohirochou,Naraken,Goseshi,34.4636,135.7306
639-2305,Yanagidachou,Naraken,Goseshi,34.4614,135.7315
639-2306,Mimuro,Naraken,Goseshi,34.4562,135.7305
639-2311,Kobayashi,Naraken,Goseshi,34.4675,135.7132
639-2312,Kujira,Naraken,Goseshi,34.4631,135.718
639-2313,Narabara,Naraken,Goseshi,34.455,135.7193
639-2314,Saiwaichou,Naraken,Goseshi,34.4512,135.7268
639-2315,Miyado,Naraken,Goseshi,34.4444,135.7232
639-2316,Nishiterada,Naraken,Goseshi,34.4398,135.7245
639-2317,Toyoda,Naraken,Goseshi,34.4433,135.7176
639-2318,Moriwaki,Naraken,Goseshi,34.4475,135.719
639-2321,Nagara,Naraken,Goseshi,34.439,135.7158
639-2322,Higashinagara,Naraken,Goseshi,34.4383,135.7175
639-2323,Oida,Naraken,Goseshi,34.4378,135.7209
639-2324,Shimonochaya,Naraken,Goseshi,34.431,135.719
639-2325,Sada,Naraken,Goseshi,34.433,135.7157
639-2326,Ido,Naraken,Goseshi,34.4321,135.7126
639-2327,Mashi,Naraken,Goseshi,34.4366,135.711
639-2328,Sekiya,Naraken,Goseshi,34.4393,135.7048
639-2331,Nangou,Naraken,Goseshi,34.4271,135.7132
639-2332,Nishimotta,Naraken,Goseshi,34.4278,135.7185
639-2333,Hayashi,Naraken,Goseshi,34.4201,135.7165
639-2334,Kitakubo,Naraken,Goseshi,34.4207,135.7079
639-2335,Nishikitakubo,Naraken,Goseshi,34.4194,135.7067
639-2336,Takama,Naraken,Goseshi,34.419,135.6982
639-2337,Gokurakuji,Naraken,Goseshi,34.4238,135.7065
639-2341,Asaduma,Naraken,Goseshi,34.4154,135.7106
639-2342,Soudou,Naraken,Goseshi,34.4146,135.715
639-2343,Kamogami,Naraken,Goseshi,34.4056,135.7071
639-2344,Higashisabi,Naraken,Goseshi,34.4001,135.7153
639-2345,Nishisabi,Naraken,Goseshi,34.4019,135.7041
639-2346,Fushimi,Naraken,Goseshi,34.414,135.7046
639-3100,Ikanikeisaiganaibaai,Naraken,Yoshinogunyoshinochou,34.3851,135.8452
639-3101,Yamaguchi,Naraken,Yoshinogunyoshinochou,34.414,135.89
639-3103,Hirao,Naraken,Yoshinogunyoshinochou,34.4102,135.8878
639-3104,Minedera,Naraken,Yoshinogunyoshinochou,34.405,135.8775
639-3105,Chimata,Naraken,Yoshinogunyoshinochou,34.4104,135.8611
639-3107,Sasara,Naraken,Yoshinogunyoshinochou,34.4092,135.8805
639-3111,Kamiichi,Naraken,Yoshinogunyoshinochou,34.3958,135.854
639-3112,Tachino,Naraken,Yoshinogunyoshinochou,34.3963,135.8641
639-3113,Iigai,Naraken,Yoshinogunyoshinochou,34.3913,135.8598
639-3114,Tanji,Naraken,Yoshinogunyoshinochou,34.3882,135.8501
639-3115,Yoshinoyama,Naraken,Yoshinogunyoshinochou,34.3649,135.862
639-3116,Muda,Naraken,Yoshinogunyoshinochou,34.3876,135.8294
639-3117,Saso,Naraken,Yoshinogunyoshinochou,34.3857,135.8395
639-3118,Hashiya,Naraken,Yoshinogunyoshinochou,34.3911,135.8417
639-3121,Nishimashi,Naraken,Yoshinogun'Ooyodochou,34.4072,135.8425
639-3122,Nakamashi,Naraken,Yoshinogun'Ooyodochou,34.4067,135.8499
639-3123,Mashiguchi,Naraken,Yoshinogun'Ooyodochou,34.3949,135.8405
639-3124,Kitamuda,Naraken,Yoshinogun'Ooyodochou,34.3914,135.8267
639-3125,Kitano,Naraken,Yoshinogun'Ooyodochou,34.3975,135.8219
639-3126,Nino,Naraken,Yoshinogun'Ooyodochou,34.3881,135.8146
639-3127,Basa,Naraken,Yoshinogun'Ooyodochou,34.401,135.8172
639-3128,Hiso,Naraken,Yoshinogun'Ooyodochou,34.4013,135.8313
639-3321,Mitsuchaya,Naraken,Yoshinogunyoshinochou,34.4227,135.9375
639-3322,Kona,Naraken,Yoshinogunyoshinochou,34.4213,135.9547
639-3323,Irou,Naraken,Yoshinogunyoshinochou,34.4104,135.9323
639-3324,Kousoku,Naraken,Yoshinogunyoshinochou,34.4183,135.9042
639-3325,Yanagi,Naraken,Yoshinogunyoshinochou,34.4212,135.9192
639-3431,Shiono,Naraken,Yoshinogunyoshinochou,34.3991,135.9232
639-3432,Kubogaito,Naraken,Yoshinogunyoshinochou,34.3909,135.9267
639-3433,Atarashi,Naraken,Yoshinogunyoshinochou,34.3857,135.929
639-3434,Kuzu,Naraken,Yoshinogunyoshinochou,34.3842,135.9352
639-3435,Minamikuzu,Naraken,Yoshinogunyoshinochou,34.3792,135.9273
639-3436,Kashio,Naraken,Yoshinogunyoshinochou,34.3768,135.9096
639-3437,Minamioono,Naraken,Yoshinogunyoshinochou,34.3876,135.9193
639-3441,Yaji,Naraken,Yoshinogunyoshinochou,34.3808,135.9099
639-3442,Kisadani,Naraken,Yoshinogunyoshinochou,34.3693,135.893
639-3443,Miyataki,Naraken,Yoshinogunyoshinochou,34.3776,135.8952
639-3444,Misono,Naraken,Yoshinogunyoshinochou,34.3779,135.8881
639-3445,Narai,Naraken,Yoshinogunyoshinochou,34.3857,135.8823
639-3446,Natsumi,Naraken,Yoshinogunyoshinochou,34.3817,135.9009
639-3500,Ikanikeisaiganaibaai,Naraken,Yoshinogunkawakamimura,34.3268,135.9524
639-3541,Unogawa,Naraken,Yoshinogunkawakamimura,34.3707,135.9421
639-3542,Nishigawa,Naraken,Yoshinogunkawakamimura,34.3601,135.9219
639-3543,Ootaki,Naraken,Yoshinogunkawakamimura,34.3547,135.9229
639-3551,Terao,Naraken,Yoshinogunkawakamimura,34.345,135.9426
639-3552,Kitashiodani,Naraken,Yoshinogunkawakamimura,34.3471,135.9546
639-3553,Sako,Naraken,Yoshinogunkawakamimura,34.3358,135.9551
639-3554,Takahara,Naraken,Yoshinogunkawakamimura,34.3232,135.9503
639-3555,Shiraya,Naraken,Yoshinogunkawakamimura,34.3359,135.9673
639-3556,Takaharadoba,Naraken,Yoshinogunkawakamimura,34.3232,135.9503
639-3557,Hitoji,Naraken,Yoshinogunkawakamimura,34.3295,135.9684
639-3558,Ido(Sonota),Naraken,Yoshinogunkawakamimura,34.3164,135.9767
639-3601,Kashiwagi,Naraken,Yoshinogunkawakamimura,34.2865,136.0014
639-3602,Koudako,Naraken,Yoshinogunkawakamimura,34.2902,135.9946
639-3603,Kitawada,Naraken,Yoshinogunkawakamimura,34.2929,136.0024
639-3604,Koudani,Naraken,Yoshinogunkawakamimura,34.2718,135.9922
639-3611,Shionoha,Naraken,Yoshinogunkawakamimura,34.2468,136.0554
639-3612,Oosako,Naraken,Yoshinogunkawakamimura,34.2731,136.0056
639-3613,Obatani,Naraken,Yoshinogunkawakamimura,34.26,136.0015
639-3621,Shimotako,Naraken,Yoshinogunkawakamimura,34.3023,135.9844
639-3623,Ikari,Naraken,Yoshinogunkawakamimura,34.3257,136.0051
639-3631,Shirakawado,Naraken,Yoshinogunkawakamimura,34.3031,135.9987
639-3632,Sogio,Naraken,Yoshinogunkawakamimura,34.2996,136.0175
639-3633,Nakaoku,Naraken,Yoshinogunkawakamimura,34.3111,136.0273
639-3634,Seto,Naraken,Yoshinogunkawakamimura,34.3399,136.0663
639-3635,Kounotani,Naraken,Yoshinogunkawakamimura,34.2851,136.0132
639-3700,Ikanikeisaiganaibaai,Naraken,Yoshinogunkamikitayamamura,34.1433,136.0048
639-3701,Kawai,Naraken,Yoshinogunkamikitayamamura,34.1353,136.0008
639-3702,Kotochi,Naraken,Yoshinogunkamikitayamamura,34.1465,136.0136
639-3703,Shirakawa,Naraken,Yoshinogunkamikitayamamura,34.1065,135.9956
639-3704,Nishihara,Naraken,Yoshinogunkamikitayamamura,34.182,136.0031
639-3705,Higashinokawa,Naraken,Yoshinogunkamikitayamamura,34.1433,136.0048
639-3800,Ikanikeisaiganaibaai,Naraken,Yoshinogunshimokitayamamura,34.0205,135.964
639-3801,Sada,Naraken,Yoshinogunshimokitayamamura,34.0037,135.9664
639-3802,Uramukai,Naraken,Yoshinogunshimokitayamamura,34.0006,135.9543
639-3803,Teragaito,Naraken,Yoshinogunshimokitayamamura,34.0075,135.9521
639-3804,Ikemine,Naraken,Yoshinogunshimokitayamamura,34.0271,135.9557
639-3805,Kamiikehara,Naraken,Yoshinogunshimokitayamamura,34.042,135.9597
639-3806,Shimoikehara,Naraken,Yoshinogunshimokitayamamura,34.0391,135.965
639-3807,Shimokuwahara,Naraken,Yoshinogunshimokitayamamura,34.0186,135.9771
639-3808,Kamikuwahara,Naraken,Yoshinogunshimokitayamamura,34.0039,135.9803
639-3809,Zenki,Naraken,Yoshinogunshimokitayamamura,34.0836,135.9394
640-0101,Ookawa,Wakayamaken,Wakayamashi,34.3071,135.0885
640-0102,Miyama,Wakayamaken,Wakayamashi,34.2896,135.0735
640-0103,Kada,Wakayamaken,Wakayamashi,34.2748,135.0741
640-0111,Hino,Wakayamaken,Wakayamashi,34.2728,135.1005
640-0112,Nishinoshou,Wakayamaken,Wakayamashi,34.2588,135.1127
640-0113,Motowaki,Wakayamaken,Wakayamashi,34.26,135.1013
640-0114,Isonoura,Wakayamaken,Wakayamashi,34.2631,135.0951
640-0115,Tsutsujigaoka,Wakayamaken,Wakayamashi,34.2695,135.102
640-0301,Komakura,Wakayamaken,Wakayamashi,34.2085,135.2579
640-0302,Nagayama,Wakayamaken,Wakayamashi,34.2056,135.266
640-0303,Sandounaka,Wakayamaken,Wakayamashi,34.2025,135.2604
640-0304,Hirao,Wakayamaken,Wakayamashi,34.2104,135.2494
640-0305,Myououji,Wakayamaken,Wakayamashi,34.2193,135.2557
640-0306,Shionotani,Wakayamaken,Wakayamashi,34.2183,135.2525
640-0307,Yata,Wakayamaken,Wakayamashi,34.2193,135.2607
640-0311,Kuroiwa,Wakayamaken,Wakayamashi,34.1828,135.2686
640-0312,Kurodani,Wakayamaken,Wakayamashi,34.1812,135.2542
640-0313,Sakaibara,Wakayamaken,Wakayamashi,34.188,135.2432
640-0314,Zudaji,Wakayamaken,Wakayamashi,34.1899,135.2453
640-0315,Minamibata,Wakayamaken,Wakayamashi,34.1915,135.2589
640-0316,Ookawachi,Wakayamaken,Wakayamashi,34.197,135.2627
640-0321,Yakushouji,Wakayamaken,Wakayamashi,34.1843,135.2335
640-0322,Niibe,Wakayamaken,Wakayamashi,34.1826,135.2301
640-0323,Kozeta,Wakayamaken,Wakayamashi,34.1797,135.2313
640-0324,Motowatari,Wakayamaken,Wakayamashi,34.1787,135.2196
640-0331,Yoshihara,Wakayamaken,Wakayamashi,34.1946,135.2028
640-0332,Fuyuno,Wakayamaken,Wakayamashi,34.1826,135.2123
640-0333,Hirohara,Wakayamaken,Wakayamashi,34.1896,135.2049
640-0341,Souzaka,Wakayamaken,Wakayamashi,34.1964,135.2314
640-0342,Matsubara,Wakayamaken,Wakayamashi,34.1916,135.233
640-0343,Ena,Wakayamaken,Wakayamashi,34.1897,135.2279
640-0344,Asahi,Wakayamaken,Wakayamashi,34.1941,135.2198
640-0345,Kuwayama,Wakayamaken,Wakayamashi,34.1965,135.2219
640-0351,Kire,Wakayamaken,Wakayamashi,34.2038,135.2364
640-0352,Ido,Wakayamaken,Wakayamashi,34.197,135.2279
640-0353,Baba,Wakayamaken,Wakayamashi,34.1934,135.2285
640-0361,Idakiso,Wakayamaken,Wakayamashi,34.2025,135.2518
640-0362,Okuzusa,Wakayamaken,Wakayamashi,34.1952,135.2438
640-0363,Yoshizato,Wakayamaken,Wakayamashi,34.1947,135.2404
640-0364,Kuchizusa,Wakayamaken,Wakayamashi,34.2027,135.2465
640-0401,Marusu,Wakayamaken,Nagagunkishigawachou,34.2367,135.3272
640-0402,Kitayama,Wakayamaken,Nagagunkishigawachou,34.2311,135.3149
640-0403,Amatera,Wakayamaken,Nagagunkishigawachou,34.2275,135.307
640-0404,Torii,Wakayamaken,Nagagunkishigawachou,34.2195,135.307
640-0405,Kishimiya,Wakayamaken,Nagagunkishigawachou,34.223,135.2953
640-0406,Nishiyama,Wakayamaken,Nagagunkishigawachou,34.2185,135.2867
640-0411,Maeda,Wakayamaken,Nagagunkishigawachou,34.2266,135.3193
640-0412,Uenoyama,Wakayamaken,Nagagunkishigawachou,34.2156,135.3106
640-0413,Koudo,Wakayamaken,Nagagunkishigawachou,34.2132,135.3112
640-0414,Kunishi,Wakayamaken,Nagagunkishigawachou,34.205,135.3083
640-0415,Nagahara,Wakayamaken,Nagagunkishigawachou,34.2086,135.3031
640-0416,Nagayama,Wakayamaken,Nagagunkishigawachou,34.2093,135.2917
640-0421,Kita,Wakayamaken,Nagagunkishigawachou,34.21,135.3314
640-0422,Kishiono,Wakayamaken,Nagagunkishigawachou,34.2037,135.335
640-0423,Takao,Wakayamaken,Nagagunkishigawachou,34.1969,135.327
640-0424,Inokuchi,Wakayamaken,Nagagunkishigawachou,34.2,135.319
640-0441,Nanayama,Wakayamaken,Kainanshi,34.1928,135.3081
640-0442,Harano,Wakayamaken,Kainanshi,34.1824,135.298
640-0443,Shimotsuno,Wakayamaken,Kainanshi,34.1747,135.291
640-0451,Takadu,Wakayamaken,Kainanshi,34.1979,135.2944
640-0452,Mouko,Wakayamaken,Kainanshi,34.1881,135.2945
640-0453,Nojiri,Wakayamaken,Kainanshi,34.1741,135.2859
640-0454,Betsuin,Wakayamaken,Kainanshi,34.1689,135.2824
640-1101,Nagatani,Wakayamaken,Kaisougunnokamichou,34.1848,135.3206
640-1102,Shibame,Wakayamaken,Kaisougunnokamichou,34.1729,135.3298
640-1103,Yoshino,Wakayamaken,Kaisougunnokamichou,34.1583,135.3247
640-1111,Fukui,Wakayamaken,Kaisougunnokamichou,34.1482,135.3274
640-1112,Sakamoto,Wakayamaken,Kaisougunnokamichou,34.1311,135.3378
640-1113,Umemoto,Wakayamaken,Kaisougunnokamichou,34.1251,135.3289
640-1114,Nakada,Wakayamaken,Kaisougunnokamichou,34.1216,135.3234
640-1115,Okusasa,Wakayamaken,Kaisougunnokamichou,34.1297,135.3191
640-1121,Shimosasa,Wakayamaken,Kaisougunnokamichou,34.1565,135.314
640-1131,Todoroki,Wakayamaken,Kaisougunnokamichou,34.1651,135.3078
640-1141,Shoubata,Wakayamaken,Kaisougunnokamichou,34.1654,135.2973
640-1161,Nokamishin,Wakayamaken,Kainanshi,34.1582,135.295
640-1162,Kamidani,Wakayamaken,Kainanshi,34.1326,135.283
640-1163,Akanuma,Wakayamaken,Kainanshi,34.1265,135.2767
640-1164,Ebitani,Wakayamaken,Kainanshi,34.1288,135.2714
640-1165,Hiyamizu,Wakayamaken,Kainanshi,34.139,135.2729
640-1166,Tsugedani,Wakayamaken,Kainanshi,34.1477,135.2727
640-1167,Kuhonji,Wakayamaken,Kainanshi,34.1559,135.2832
640-1171,Nokaminaka,Wakayamaken,Kainanshi,34.1636,135.2842
640-1172,Mizonokuchi,Wakayamaken,Kainanshi,34.1603,135.2912
640-1173,Mukunoki,Wakayamaken,Kainanshi,34.1596,135.2834
640-1174,Kidu,Wakayamaken,Kainanshi,34.157,135.277
640-1175,Okinono,Wakayamaken,Kainanshi,34.1618,135.2745
640-1201,Kitano,Wakayamaken,Kaisougunmisatochou,34.1689,135.4067
640-1202,Uitani,Wakayamaken,Kaisougunmisatochou,34.1658,135.4029
640-1203,Hananohara,Wakayamaken,Kaisougunmisatochou,34.1687,135.3983
640-1204,Minotsuro,Wakayamaken,Kaisougunmisatochou,34.1712,135.3859
640-1205,Makunimiya,Wakayamaken,Kaisougunmisatochou,34.1698,135.3779
640-1206,Minogaito,Wakayamaken,Kaisougunmisatochou,34.1698,135.3726
640-1207,Iseki,Wakayamaken,Kaisougunmisatochou,34.1709,135.3664
640-1211,Katsurase,Wakayamaken,Kaisougunmisatochou,34.1349,135.4005
640-1212,Takahata,Wakayamaken,Kaisougunmisatochou,34.1369,135.3951
640-1213,Akagi,Wakayamaken,Kaisougunmisatochou,34.1363,135.3868
640-1214,Myouzoe,Wakayamaken,Kaisougunmisatochou,34.1529,135.3952
640-1215,Kamataki,Wakayamaken,Kaisougunmisatochou,34.1431,135.3835
640-1221,Miogawa,Wakayamaken,Kaisougunmisatochou,34.1406,135.3721
640-1222,Oosumi,Wakayamaken,Kaisougunmisatochou,34.1488,135.3698
640-1223,Tsugawa,Wakayamaken,Kaisougunmisatochou,34.1543,135.3747
640-1231,Agei,Wakayamaken,Kaisougunmisatochou,34.1263,135.3664
640-1232,Miroku,Wakayamaken,Kaisougunmisatochou,34.1254,135.3595
640-1233,Minamibata,Wakayamaken,Kaisougunmisatochou,34.1317,135.346
640-1234,Yasui,Wakayamaken,Kaisougunmisatochou,34.1456,135.3447
640-1235,Nonaka,Wakayamaken,Kaisougunmisatochou,34.1447,135.3488
640-1241,Nagatani,Wakayamaken,Kaisougunmisatochou,34.1558,135.3559
640-1242,Hinoshita,Wakayamaken,Kaisougunmisatochou,34.1477,135.3589
640-1243,Kounoichiba,Wakayamaken,Kaisougunmisatochou,34.1479,135.3551
640-1244,Fukuda,Wakayamaken,Kaisougunmisatochou,34.1554,135.3424
640-1251,Kunigihara,Wakayamaken,Kaisougunnokamichou,34.1868,135.3413
640-1252,Nishino,Wakayamaken,Kaisougunnokamichou,34.1703,135.3498
640-1253,Higashino,Wakayamaken,Kaisougunnokamichou,34.1689,135.3571
640-1254,Matsuse,Wakayamaken,Kaisougunnokamichou,34.1603,135.3421
640-1255,Kamataki,Wakayamaken,Kaisougunnokamichou,34.1671,135.3444
640-1331,Mine,Wakayamaken,Nagagunmomoyamachou,34.1922,135.4376
640-1332,Nakahata,Wakayamaken,Nagagunmomoyamachou,34.1859,135.4279
640-1333,Kaito,Wakayamaken,Nagagunmomoyamachou,34.1921,135.4132
640-1351,Kachiya,Wakayamaken,Kaisougunmisatochou,34.1704,135.4346
640-1352,Tani,Wakayamaken,Kaisougunmisatochou,34.1541,135.4263
640-1353,Enmyouji,Wakayamaken,Kaisougunmisatochou,34.1686,135.4145
640-1354,Yogou,Wakayamaken,Kaisougunmisatochou,34.1807,135.4141
640-1361,Naka,Wakayamaken,Kaisougunmisatochou,34.1391,135.4244
640-1362,Takinogawa,Wakayamaken,Kaisougunmisatochou,34.132,135.43
640-1363,Ta,Wakayamaken,Kaisougunmisatochou,34.14,135.4168
640-1364,Sugezawa,Wakayamaken,Kaisougunmisatochou,34.1396,135.4113
640-1365,Imanishi,Wakayamaken,Kaisougunmisatochou,34.1306,135.4065
640-1471,Hasemiya,Wakayamaken,Kaisougunmisatochou,34.1833,135.4844
640-1472,Kebaragami,Wakayamaken,Kaisougunmisatochou,34.1695,135.4702
640-1473,Kebaramiya,Wakayamaken,Kaisougunmisatochou,34.1607,135.4604
640-1474,Kebaranaka,Wakayamaken,Kaisougunmisatochou,34.1545,135.4567
640-1475,Konishi,Wakayamaken,Kaisougunmisatochou,34.148,135.4479
640-1476,Kebarashimo,Wakayamaken,Kaisougunmisatochou,34.1401,135.4402
640-1481,Shinjou,Wakayamaken,Itogunkatsuragichou,34.1978,135.5041
640-8001,Kitashinshichikenchou,Wakayamaken,Wakayamashi,34.2409,135.1783
640-8002,Kitashin,Wakayamaken,Wakayamashi,34.2371,135.1777
640-8003,Kitashinbakuroumachi,Wakayamaken,Wakayamashi,34.24,135.1782
640-8004,Higashihatagomachi,Wakayamaken,Wakayamashi,34.238,135.1761
640-8005,Motoderamachiminaminochou,Wakayamaken,Wakayamashi,34.2386,135.1756
640-8006,Motoderamachihigashinochou,Wakayamaken,Wakayamashi,34.2396,135.1758
640-8007,Motoderamachinishinochou,Wakayamaken,Wakayamashi,34.2396,135.1751
640-8008,Motoderamachikitanochou,Wakayamaken,Wakayamashi,34.241,135.1754
640-8009,Nabeyamachi,Wakayamaken,Wakayamashi,34.2416,135.175
640-8011,Kitashinmotokanayachou,Wakayamaken,Wakayamashi,34.2386,135.1798
640-8012,Kitashinkanayachou,Wakayamaken,Wakayamashi,34.2368,135.1796
640-8013,Higashichuugenmachi,Wakayamaken,Wakayamashi,34.238,135.1792
640-8014,Nishichuugenmachi,Wakayamaken,Wakayamashi,34.2382,135.1788
640-8015,Kitashin'Okeyamachi,Wakayamaken,Wakayamashi,34.2365,135.1783
640-8016,Kitashinnakanochou,Wakayamaken,Wakayamashi,34.2377,135.1782
640-8017,Kitashin'Ebisunochou,Wakayamaken,Wakayamashi,34.2389,135.1782
640-8020,Kitaokeyamachi,Wakayamaken,Wakayamashi,34.2367,135.1758
640-8021,Nishihatagomachi,Wakayamaken,Wakayamashi,34.2377,135.1754
640-8022,Sumiyoshimachi,Wakayamaken,Wakayamashi,34.2367,135.176
640-8023,Nakanotanakitanochou,Wakayamaken,Wakayamashi,34.2352,135.1761
640-8024,Motoderamachi,Wakayamaken,Wakayamashi,34.237,135.1769
640-8025,Nakanotananakanochou,Wakayamaken,Wakayamashi,34.2345,135.1761
640-8026,Nakanotanaminaminochou,Wakayamaken,Wakayamashi,34.2336,135.1762
640-8027,Komeyamachi,Wakayamaken,Wakayamashi,34.2334,135.1753
640-8028,Takumimachi,Wakayamaken,Wakayamashi,34.2343,135.1753
640-8029,Minamiokeyamachi,Wakayamaken,Wakayamashi,34.2352,135.1753
640-8031,Kitadaikumachi,Wakayamaken,Wakayamashi,34.235,135.1735
640-8032,Minamidaikumachi,Wakayamaken,Wakayamashi,34.2343,135.1736
640-8033,Honmachi,Wakayamaken,Wakayamashi,34.2366,135.1745
640-8034,Surugamachi,Wakayamaken,Wakayamashi,34.233,135.1732
640-8035,Yorozumachi,Wakayamaken,Wakayamashi,34.2338,135.1731
640-8036,Higashikajiyamachi,Wakayamaken,Wakayamashi,34.2345,135.1725
640-8037,Nishidaikumachi,Wakayamaken,Wakayamashi,34.2352,135.1728
640-8038,Kitamachi,Wakayamaken,Wakayamashi,34.2359,135.1733
640-8039,Ujifukuromachi,Wakayamaken,Wakayamashi,34.2367,135.1732
640-8041,Senkoujimonzenchou,Wakayamaken,Wakayamashi,34.2351,135.172
640-8042,Nishinotana,Wakayamaken,Wakayamashi,34.2338,135.1719
640-8043,Fukumachi,Wakayamaken,Wakayamashi,34.2331,135.172
640-8044,Itayamachi,Wakayamaken,Wakayamashi,34.2337,135.1703
640-8045,Bokuhanmachi,Wakayamaken,Wakayamashi,34.2329,135.1705
640-8046,Nishikajiyamachi,Wakayamaken,Wakayamashi,34.2345,135.1704
640-8047,Saginomoriminaminochou,Wakayamaken,Wakayamashi,34.235,135.171
640-8051,Saginomorihigashinochou,Wakayamaken,Wakayamashi,34.2366,135.1723
640-8052,Saginomoridoumaechou,Wakayamaken,Wakayamashi,34.2358,135.1721
640-8053,Saginomori,Wakayamaken,Wakayamashi,34.2361,135.1712
640-8054,Saginomorikatamachi,Wakayamaken,Wakayamashi,34.2365,135.1718
640-8055,Kukenochou,Wakayamaken,Wakayamashi,34.2357,135.1699
640-8056,Saginomorinishinochou,Wakayamaken,Wakayamashi,34.2365,135.1705
640-8057,Saginomorishinmichi,Wakayamaken,Wakayamashi,34.234,135.1699
640-8058,Saginomorinakanochou,Wakayamaken,Wakayamashi,34.2367,135.171
640-8059,Saginomorimyoujinchou,Wakayamaken,Wakayamashi,34.2369,135.1717
640-8060,Yosujime,Wakayamaken,Wakayamashi,34.2394,135.1708
640-8061,Tatamiyamachi,Wakayamaken,Wakayamashi,34.2393,135.1739
640-8062,Kitakuginukichou,Wakayamaken,Wakayamashi,34.2402,135.1731
640-8063,Nishikuginukichou,Wakayamaken,Wakayamashi,34.2386,135.1726
640-8064,Higashikuginukichou,Wakayamaken,Wakayamashi,34.2385,135.1736
640-8065,Yamabukichou,Wakayamaken,Wakayamashi,34.2373,135.1732
640-8066,Higashinunoechou,Wakayamaken,Wakayamashi,34.2393,135.1719
640-8067,Hitosujime,Wakayamaken,Wakayamashi,34.2375,135.1704
640-8068,Futasujime,Wakayamaken,Wakayamashi,34.238,135.1702
640-8069,Misujime,Wakayamaken,Wakayamashi,34.2387,135.1708
640-8071,Ujiyabushita,Wakayamaken,Wakayamashi,34.2433,135.1775
640-8072,Ujiyaura,Wakayamaken,Wakayamashi,34.2419,135.1793
640-8073,Kakedukurichou,Wakayamaken,Wakayamashi,34.2427,135.1785
640-8074,Shingyomachi,Wakayamaken,Wakayamashi,34.2419,135.1736
640-8075,Genzoubaba,Wakayamaken,Wakayamashi,34.2416,135.1729
